Region,Country,State,City,Location,Latitude,Longitude
Europe,Portugal,,Évora,"Portugal, Évora",38.5707742,-7.9092808
Europe,Portugal,,Faro,"Portugal, Faro",37.0162727,-7.9351771
Europe,Portugal,,Aveiro,"Portugal, Aveiro",40.640496,-8.6537841
Europe,Portugal,,Póvoa de Varzim,"Portugal, Póvoa de Varzim",41.3794188,-8.7598689
Europe,Portugal,,Oeiras,"Portugal, Oeiras",38.7124971,-9.271300382407272
Europe,Portugal,,Braga,"Portugal, Braga",41.5510583,-8.4280045
Europe,Romania,,Băbeni,"Romania, Băbeni",44.9753376,24.234565
Europe,Romania,,Romania,"Romania, Romania",45.9852129,24.6859225
Europe,Romania,,Bucharest,"Romania, Bucharest",44.4361414,26.1027202
Europe,Romania,,Timişoara,"Romania, Timişoara",45.7538355,21.2257474
Europe,Romania,,Cluj-Napoca,"Romania, Cluj-Napoca",46.769379,23.5899542
Europe,Romania,,Sibiu,"Romania, Sibiu",45.7973912,24.1519202
Europe,Romania,,Oradea,"Romania, Oradea",47.058715,21.92791904166116
Europe,Romania,,Iaşi,"Romania, Iaşi",47.1615416,27.5837224
Asia,Singapore,,Singapore,"Singapore, Singapore",1.357107,103.8194992
Asia,Singapore,,Queenstown Estate,"Singapore, Queenstown Estate",1.297469,103.79497893458912
Europe,Spain,,Madrid,"Spain, Madrid",40.4167047,-3.7035825
Europe,Spain,,Trabajo en remoto,"Spain, Trabajo en remoto",,
Europe,Spain,,Barcelona,"Spain, Barcelona",41.3828939,2.1774322
Europe,Spain,,Spain,"Spain, Spain",39.3260685,-4.8379791
Europe,Spain,,Zaragoza,"Spain, Zaragoza",41.6521342,-0.8809428
Europe,Spain,,Boadilla del Monte,"Spain, Boadilla del Monte",40.4053485,-3.8764663
Europe,Spain,,Marbella,"Spain, Marbella",36.508976,-4.88562
Europe,Spain,,Sotogrande,"Spain, Sotogrande",36.2820648,-5.2970604
Europe,Spain,,Getafe,"Spain, Getafe",40.3081807,-3.7302679
Europe,Spain,,Arrasate / Mondragón,"Spain, Arrasate / Mondragón",43.0656783,-2.4900779
Europe,Spain,,Tres Cantos,"Spain, Tres Cantos",40.6065826,-3.7065333
Europe,Spain,,Toledo,"Spain, Toledo",39.8560679,-4.0239568
Europe,Sweden,,Stockholm,"Sweden, Stockholm",59.3251172,18.0710935
Europe,Sweden,,Finspång,"Sweden, Finspång",58.8,15.833333
Europe,Sweden,,Kista,"Sweden, Kista",59.403311,17.9442849
Europe,Sweden,,Gothenburg,"Sweden, Gothenburg",57.7072326,11.9670171
Europe,Sweden,,Solna,"Sweden, Solna",59.361367,18.0013693
Europe,Sweden,,Piteå,"Sweden, Piteå",65.3134652,21.4900252
Europe,Sweden,,Danderyd,"Sweden, Danderyd",59.4043647,18.0358505
Europe,Sweden,,Sweden,"Sweden, Sweden",59.6749712,14.5208584
Europe,Sweden,,Karlstad,"Sweden, Karlstad",59.3809146,13.5027631
Europe,Sweden,,Lund,"Sweden, Lund",55.7029296,13.1929449
Europe,Sweden,,Kalmar,"Sweden, Kalmar",57.02784235,16.575102000807693
Europe,Sweden,,Bromma,"Sweden, Bromma",59.339769,17.9395411
Europe,Sweden,,Malmö,"Sweden, Malmö",55.6052931,13.0001566
Europe,Sweden,,Herräng,"Sweden, Herräng",60.1294737,18.647286
Europe,Sweden,,Luleå,"Sweden, Luleå",65.5831187,22.1459535
Europe,Sweden,,Rotebro,"Sweden, Rotebro",59.4765285,17.9116924
Europe,Sweden,,Södertälje,"Sweden, Södertälje",59.1964289,17.6271663
Europe,Sweden,,Sollentuna,"Sweden, Sollentuna",59.4293164,17.9500556
Europe,Sweden,,Sundbyberg,"Sweden, Sundbyberg",59.3628802,17.9681359
Europe,Switzerland,,Basel,"Switzerland, Basel",47.5581077,7.5878261
Europe,Switzerland,,Cham,"Switzerland, Cham",47.1823761,8.4611036
Europe,Switzerland,,Sarnen,"Switzerland, Sarnen",46.8956729,8.2461492
Europe,Switzerland,,Switzerland,"Switzerland, Switzerland",46.7985624,8.2319736
Europe,Switzerland,,Argovia,"Switzerland, Argovia",47.412396,8.1948321
Europe,Switzerland,,Lausanne,"Switzerland, Lausanne",46.5218269,6.6327025
Europe,Switzerland,,Zug,"Switzerland, Zug",47.1486137,8.5539378
Europe,Switzerland,,Geneva,"Switzerland, Geneva",46.2017559,6.1466014
Europe,Switzerland,,Zürich,"Switzerland, Zürich",47.3744489,8.5410422
Europe,Switzerland,,Illnau-Effretikon,"Switzerland, Illnau-Effretikon",47.43142195,8.715716576799185
Europe,Switzerland,,Zollikofen,"Switzerland, Zollikofen",46.9959463,7.4576417
Europe,Switzerland,,Seon,"Switzerland, Seon",47.3460005,8.1593554
Europe,Switzerland,,Bern,"Switzerland, Bern",46.9482713,7.4514512
Europe,Switzerland,,Baar,"Switzerland, Baar",47.1951976,8.5253985
Europe,Switzerland,,Muttenz,"Switzerland, Muttenz",47.525113,7.6477401
Europe,Switzerland,,Liestal,"Switzerland, Liestal",47.4839723,7.7347783
Europe,Switzerland,,Lenzburg,"Switzerland, Lenzburg",47.3873136,8.1821873
Europe,Switzerland,,Pratteln,"Switzerland, Pratteln",47.5192013,7.6944741
Europe,Switzerland,,Wallisellen,"Switzerland, Wallisellen",47.4166195,8.5919985
Europe,Switzerland,,Dübendorf,"Switzerland, Dübendorf",47.3968244,8.6183023
Europe,Switzerland,,Winterthur,"Switzerland, Winterthur",47.4991723,8.7291498
Europe,Switzerland,,Jonschwil,"Switzerland, Jonschwil",47.4231947,9.0865706
Europe,Switzerland,,Hergiswil,"Switzerland, Hergiswil",46.9840938,8.3104542
Europe,Switzerland,,Schötz,"Switzerland, Schötz",47.1698443,7.9884821
Europe,Turkey,,Turkey,"Turkey, Turkey",38.9597594,34.9249653
Europe,Turkey,,Istanbul,"Turkey, Istanbul",41.0091982,28.9662187
Europe,Turkey,,Ankara,"Turkey, Ankara",39.9207886,32.8540482
Europe,Turkey,,Maslak,"Turkey, Maslak",41.1099991,29.020591
Europe,United Kingdom,England,Derby,"United Kingdom,  England, Derby",52.9212617,-1.4761491
Europe,United Kingdom,,United Kingdom,"United Kingdom, United Kingdom",54.7023545,-3.2765753
Europe,United Kingdom,England,London,"United Kingdom,  England, London",51.5073359,-0.12765
Europe,United Kingdom,England,Chester,"United Kingdom,  England, Chester",53.1908873,-2.8908955
Europe,United Kingdom,England,Southampton,"United Kingdom,  England, Southampton",50.9025349,-1.404189
Europe,United Kingdom,England,Newcastle upon Tyne,"United Kingdom,  England, Newcastle upon Tyne",54.9738474,-1.6131572
Europe,United Kingdom,Scotland,Glasgow,"United Kingdom,  Scotland, Glasgow",55.861155,-4.2501687
Europe,United Kingdom,Scotland,Edinburgh,"United Kingdom,  Scotland, Edinburgh",55.9533456,-3.1883749
Europe,United Kingdom,England,Bristol,"United Kingdom,  England, Bristol",51.4538022,-2.5972985
Europe,United Kingdom,England,Leeds,"United Kingdom,  England, Leeds",53.7974185,-1.5437941
Europe,United Kingdom,Northern Ireland,Belfast,"United Kingdom,  Northern Ireland, Belfast",54.596391,-5.9301829
Europe,United Kingdom,England,Sunbury,"United Kingdom,  England, Sunbury",51.418324,-0.4173517
Europe,United Kingdom,England,Stoke Poges,"United Kingdom,  England, Stoke Poges",51.5451866,-0.5880796508332031
Europe,United Kingdom,England,Halifax,"United Kingdom,  England, Halifax",53.7229229,-1.8604874
Europe,United Kingdom,England,Milton Keynes,"United Kingdom,  England, Milton Keynes",52.0406502,-0.7594092
Europe,United Kingdom,England,Bracknell,"United Kingdom,  England, Bracknell",51.4143513,-0.7449925
Europe,United Kingdom,England,Reading,"United Kingdom,  England, Reading",51.456659,-0.9696512
Europe,United Kingdom,England,Manchester,"United Kingdom,  England, Manchester",53.4794892,-2.2451148
Europe,United Kingdom,East of England,Cambridge,"United Kingdom,  East of England, Cambridge",53.7310226,-0.4315053
Europe,United Kingdom,England,Brentford,"United Kingdom,  England, Brentford",51.4863958,-0.3216623
Europe,United Kingdom,England,Whitley Bay,"United Kingdom,  England, Whitley Bay",55.0422091,-1.4454353
Europe,United Kingdom,England,Birmingham,"United Kingdom,  England, Birmingham",52.4796992,-1.9026911
Europe,United Kingdom,,Scotland,"United Kingdom, Scotland",56.7861112,-4.1140518
Europe,United Kingdom,England,Royal Tunbridge Wells,"United Kingdom,  England, Royal Tunbridge Wells",51.1371483,0.2673446
Europe,United Kingdom,South East England,Windsor,"United Kingdom,  South East England, Windsor",54.9818772,-1.4181684
North America,United States,CA,Long Beach,"United States,  CA, Long Beach",33.7690164,-118.191604
North America,United States,NJ,Trenton,"United States,  NJ, Trenton",40.2205944,-74.7597219
North America,United States,CA,Irvine,"United States,  CA, Irvine",33.6856969,-117.8259819
North America,United States,DC,Washington,"United States,  DC, Washington",38.8950368,-77.0365427
North America,United States,CA,Santa Clara,"United States,  CA, Santa Clara",37.2333253,-121.6846349
North America,United States,NY,New York,"United States,  NY, New York",40.7127281,-74.0060152
North America,United States,MA,Boston,"United States,  MA, Boston",42.3554334,-71.060511
North America,United States,CA,San Diego,"United States,  CA, San Diego",32.7174202,-117.1627728
North America,United States,MN,Braham,"United States,  MN, Braham",45.7247444,-93.1706367
North America,United States,CA,Los Angeles,"United States,  CA, Los Angeles",34.0536909,-118.242766
North America,United States,GA,Atlanta,"United States,  GA, Atlanta",33.7489924,-84.3902644
North America,United States,TX,Westlake,"United States,  TX, Westlake",32.991226,-97.1943701
North America,United States,NJ,Princeton,"United States,  NJ, Princeton",40.3492744,-74.6592958
North America,United States,VA,McLean,"United States,  VA, McLean",38.9318369,-77.1671337963356
North America,United States,TX,Austin,"United States,  TX, Austin",30.2711286,-97.7436995
North America,United States,TX,Dallas,"United States,  TX, Dallas",32.7762719,-96.7968559
North America,United States,CO,Littleton,"United States,  CO, Littleton",39.613321,-105.016649
North America,United States,NC,Raleigh,"United States,  NC, Raleigh",35.7803977,-78.6390989
North America,United States,DE,Wilmington,"United States,  DE, Wilmington",39.7459468,-75.546589
North America,United States,,Texas,"United States, Texas",31.2638905,-98.5456116
North America,United States,TX,Plano,"United States,  TX, Plano",33.04675485,-96.814098766682
North America,United States,MI,Dearborn,"United States,  MI, Dearborn",42.3222599,-83.1763145
North America,United States,NV,Las Vegas,"United States,  NV, Las Vegas",36.1672559,-115.148516
North America,United States,TX,Frisco,"United States,  TX, Frisco",33.1505998,-96.8238183
North America,United States,NJ,Edison,"United States,  NJ, Edison",40.518157,-74.4113926
North America,United States,OH,Cincinnati,"United States,  OH, Cincinnati",39.1014537,-84.5124602
North America,United States,TX,Irving,"United States,  TX, Irving",32.8295183,-96.9442177
North America,United States,TX,Houston,"United States,  TX, Houston",29.7589382,-95.3676974
North America,United States,CA,Mountain View,"United States,  CA, Mountain View",37.3893889,-122.0832101
North America,United States,FL,Tampa,"United States,  FL, Tampa",27.9477595,-82.458444
North America,United States,NJ,Newark,"United States,  NJ, Newark",40.735657,-74.1723667
North America,United States,IL,Chicago,"United States,  IL, Chicago",41.8755616,-87.6244212
North America,United States,IL,Dekalb,"United States,  IL, Dekalb",41.8903447,-88.7713953
North America,United States,UT,Pleasant Grove,"United States,  UT, Pleasant Grove",40.3789884,-111.743222330519
North America,United States,UT,Murray,"United States,  UT, Murray",40.6667841,-111.888417
North America,United States,OH,Columbus,"United States,  OH, Columbus",39.9622601,-83.0007065
North America,United States,CA,San Jose,"United States,  CA, San Jose",37.3361663,-121.890591
North America,United States,VA,Roanoke,"United States,  VA, Roanoke",37.270973,-79.9414313
North America,United States,WI,Milwaukee,"United States,  WI, Milwaukee",43.0349931,-87.922497
North America,United States,WA,Seattle,"United States,  WA, Seattle",47.6038321,-122.330062
North America,United States,,Mississippi,"United States, Mississippi",32.9715285,-89.7348497
North America,United States,NC,Charlotte,"United States,  NC, Charlotte",35.2272086,-80.8430827
North America,United States,IA,Iowa City,"United States,  IA, Iowa City",41.6612561,-91.5299106
North America,United States,,United States,"United States, United States",39.7837304,-100.445882
North America,United States,AZ,Chandler,"United States,  AZ, Chandler",33.3062031,-111.8411851
North America,United States,CA,Burbank,"United States,  CA, Burbank",34.1812089,-118.307201
North America,United States,KY,Louisville,"United States,  KY, Louisville",38.2542376,-85.759407
North America,United States,GA,Alpharetta,"United States,  GA, Alpharetta",34.0709576,-84.2747329
North America,United States,IL,Deerfield,"United States,  IL, Deerfield",42.1711365,-87.8445119
North America,United States,VA,Springfield,"United States,  VA, Springfield",38.7767435,-77.1807019310668
North America,United States,CA,Pasadena,"United States,  CA, Pasadena",34.1476452,-118.1444779
North America,United States,CA,San Francisco,"United States,  CA, San Francisco",37.7790262,-122.419906
North America,United States,VA,Richmond,"United States,  VA, Richmond",37.5385087,-77.43428
North America,United States,CA,Cupertino,"United States,  CA, Cupertino",37.3228934,-122.0322895
North America,United States,RI,Smithfield,"United States,  RI, Smithfield",41.9220433,-71.549507
North America,United States,FL,Jacksonville,"United States,  FL, Jacksonville",30.3321838,-81.655651
North America,United States,TN,Nashville,"United States,  TN, Nashville",36.1622767,-86.7742984
North America,United States,NJ,Jersey City,"United States,  NJ, Jersey City",40.7215682,-74.047455
North America,United States,MD,Ellicott City,"United States,  MD, Ellicott City",39.27573585,-76.831741741596
North America,United States,OR,Portland,"United States,  OR, Portland",45.5202471,-122.674194
North America,United States,VA,Alexandria,"United States,  VA, Alexandria",38.8051095,-77.0470229
North America,United States,IN,Indianapolis,"United States,  IN, Indianapolis",39.7683331,-86.1583502
North America,United States,PA,Media,"United States,  PA, Media",39.9167783,-75.387693
North America,United States,VA,Reston,"United States,  VA, Reston",38.955696,-77.34188283719988
North America,United States,NC,Cary,"United States,  NC, Cary",35.7882893,-78.7812081
North America,United States,CA,Marina del Rey,"United States,  CA, Marina del Rey",33.9776848,-118.448647
North America,United States,NJ,Fort Lee,"United States,  NJ, Fort Lee",40.8509333,-73.9701382
North America,United States,TX,Addison,"United States,  TX, Addison",32.960477850000004,-96.8300673063398
North America,United States,TX,Fort Worth,"United States,  TX, Fort Worth",32.753177,-97.3327459
North America,United States,CA,Santa Monica,"United States,  CA, Santa Monica",34.0194704,-118.491227
North America,United States,MA,Cambridge,"United States,  MA, Cambridge",42.3750997,-71.1056157
North America,United States,TX,Grand Prairie,"United States,  TX, Grand Prairie",32.7459645,-96.9977846
North America,United States,MD,Columbia,"United States,  MD, Columbia",39.1938429,-76.86460919353361
North America,United States,AZ,Peoria,"United States,  AZ, Peoria",33.5806115,-112.237294
North America,United States,MD,Towson,"United States,  MD, Towson",39.39645905,-76.61481481790992
North America,United States,,Minnesota,"United States, Minnesota",45.9896587,-94.6113288
North America,United States,CA,Ontario,"United States,  CA, Ontario",34.065846,-117.6484304
North America,United States,MN,Oakdale,"United States,  MN, Oakdale",44.985624,-92.9645794
North America,United States,GA,Rome,"United States,  GA, Rome",34.257038,-85.1646726
North America,United States,MI,Rothbury,"United States,  MI, Rothbury",43.507232,-86.347572
North America,United States,OR,Myrtle Point,"United States,  OR, Myrtle Point",43.0635936,-124.1392815
North America,United States,TX,Seguin,"United States,  TX, Seguin",29.57596455,-97.9426357870309
North America,United States,PA,Philadelphia,"United States,  PA, Philadelphia",39.9527237,-75.1635262
North America,United States,MN,Shoreview,"United States,  MN, Shoreview",45.0722056,-93.1282878
North America,United States,UT,Lehi,"United States,  UT, Lehi",40.3881114,-111.8486019
North America,United States,MT,Malta,"United States,  MT, Malta",48.3596948,-107.8726879
North America,United States,FL,Saint Petersburg,"United States,  FL, Saint Petersburg",27.7703796,-82.6695085
North America,United States,CA,Foster City,"United States,  CA, Foster City",37.5600336,-122.2688522
North America,United States,CT,Hartford,"United States,  CT, Hartford",41.764582,-72.6908547
North America,United States,MD,Baltimore,"United States,  MD, Baltimore",39.2908816,-76.610759
North America,United States,AZ,Mesa,"United States,  AZ, Mesa",33.4151005,-111.831455
North America,United States,GA,Roswell,"United States,  GA, Roswell",34.02332,-84.360022
North America,United States,TN,Memphis,"United States,  TN, Memphis",35.1460249,-90.0517638
North America,United States,MI,Troy,"United States,  MI, Troy",42.6055893,-83.1499304
North America,United States,NH,Portsmouth,"United States,  NH, Portsmouth",43.0702223,-70.7548621
North America,United States,CA,Scotts Valley,"United States,  CA, Scotts Valley",37.0510595,-122.014684
North America,United States,MA,Chelmsford,"United States,  MA, Chelmsford",42.5968617,-71.3517602
North America,United States,CA,Goleta,"United States,  CA, Goleta",34.4358295,-119.8276389
North America,United States,CO,Denver,"United States,  CO, Denver",39.7392364,-104.984862
North America,United States,CA,Carlsbad,"United States,  CA, Carlsbad",33.1580933,-117.3505966
North America,United States,CA,Fremont,"United States,  CA, Fremont",37.5482697,-121.988571
North America,United States,NC,Durham,"United States,  NC, Durham",35.996653,-78.9018053
North America,United States,HI,Honolulu,"United States,  HI, Honolulu",21.304547,-157.855676
North America,United States,MI,Warren,"United States,  MI, Warren",38.7535106,-91.1453948
North America,United States,MO,Saint Louis,"United States,  MO, Saint Louis",38.6280278,-90.1910154
