,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Salary,Salary,Salary,Salary,Salary,Salary,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Education,Education,Education,Education,Version_control,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,RDBMS,RDBMS,RDBMS,RDBMS,RDBMS,NOSQL,NOSQL,NOSQL,NOSQL,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Data_integration_and_processing,Data_integration_and_processing,Data_integration_and_processing,Stream_processing_tools,Stream_processing_tools,Stream_processing_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Big_Data_processing,Big_Data_processing,Big_Data_processing,OS,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools
60,Senior Big Data Engineer,"Identify necessary improvements in the AWS architecture to align with the AWS Well-Architected Framework and Best Practices
Research, present and accurately articulate benefits and goals of technologies such as Teradata, Big Data, Hadoop, NoSQL, Data Virtualization, and Data Services.
Monitor Performance for effective use of AWS resources
Oversee Provisioning of AWS architecture components
Ensure Architectural standards are followed
Three or more years of experience in architecting, designing, developing, and implementing cloud solutions on AWS platforms",Senior,Austin, TX,13,True,176800.0,180960.0,178880.0,$,True,True,ASA,3.9,51 to 200,Company - Private,Information Technology,Enterprise Software & Network Solutions,24.0,$25 to $100 million,0.77,0.84,3.9,3.7,3.9,3.8,3.9,"['""Salary is on time."" (in 6 reviews)', '""Very open culture with relaxed and productive atmosphere."" (in 4 reviews)', '""Employees are very supportive and cooperative to everyone."" (in 2 reviews)']","['""slow HR work and low salary"" (in 6 reviews)', '""Weak mentorship"" (in 2 reviews)', '""Bad location and open space"" (in 2 reviews)']",,,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,Senior Data Engineer,"Senior Data Engineer Job Description

ABOUT THE COMPANY:
Libertas Funding, LLC is a dynamic fintech specialty finance firm providing capital to small and medium-sized businesses. With over 100+ years of combined funding and credit expertise, we work hard to provide our customers with optimal solutions to meet their business needs. We view each business uniquely so we can better understand and service our customers. Libertas Funding maintains a spirit of innovation and customer focus, leveraging our proprietary data-driven risk models, technology, and financial discipline to help our clients reach their goals and further our position as a leader in the industry. We seek qualified candidates who work with integrity and excellence, and who value teamwork, customer service, diversity, and accountability.",Senior,Greenwich, CT,1,True,109000.0,155000.0,132000.0,$,False,False,Libertas Funding,4.5,51 to 200,Company - Private,Financial Services,Banking & Lending,7.0,,0.75,1.0,3.7,4.3,4.0,3.2,4.3,"['""Interns are given the opportunity to integrate fully into the company"" (in 2 reviews)', '""generous monetary benefits, challenging work, annual company trip to miami"" (in 1 reviews)', '""Very fair compensation"" (in 1 reviews)', '""Amazing team"" (in 1 reviews)']","['""Management and growth opportunities not there one bit."" (in 2 reviews)']",5.0,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Data Engineer- Google Cloud,"Position Description:
Data Engineer: Description: Provide the data support for enterprise data management tasks, including ingestion, standardization, enrichment, mastering and assembly of data products for downstream applications. In addition, you will:
Drive the Data Strategy and align it with continuously changing business landscape
Work on all the data types across the enterprise including Customer, Dealer, Vehicle, Manufacturing, etc.
Acquire, standardize, integrate, fuse and curate data
Build, maintain and monitor data pipelines; fix recurring issues and deeper data problems
Continuously increase Data Coverage by working closely with business partners and Data Scientists, understanding and evaluating their data requirements to create meaningful, organized and structured ""information""
Support the data requirements of the different functional teams like MS&S, PD, Quality, etc. and all the regional Metrics initiatives -Evaluate, explore and select the right data platform technologies including RDBMS & NoSQL to meet the analytics requirements
Provide visibility to Data Quality issues and work with the business owners to fix the issues -
Work with technology team to model data, create data flow diagrams, load, and transform structured and unstructured data
Build the Metadata model & Business Glossary by gathering information from multiple resources, business users, existing data sources, databases and other relevant documents and systems
Serve as data authority and demonstrate an understanding of key data management principles and data use

Google Cloud Platform Skills: Big Query Airflow- Astronomer Terraform, DBT
Skills Preferred:
Sprinboot, React JS , MDM

6 to 7 years",,Dearborn, MI,12,True,81000.0,111000.0,96000.0,$,False,False,Optimal Inc.,3.6,1 to 50,Nonprofit Organization,Education,Education & Training Services,19.0,,0.57,0.78,3.2,3.7,2.6,4.5,3.3,['No Pros have been reported by the Glassdoor community.'],"['""Antisocial and downright rude CEO, callous and often nonexistent management, insufficient training, fearful employees (due to constant lay offs &amp; unexplained changes in company structure/priorities), and an overall strange company culture that only exists at meal time."" (in 1 reviews)', '""very little work life balance"" (in 1 reviews)']",5.0,,False,True,False,False,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Senior Data Engineer,"Great Minds, a rapidly growing challenger brand in the PK–12 instructional materials space, seeks a Senior Data Engineer to join our dynamic, growing Data & Insights team.

Company Profile
Great Minds, a mission driven Public Benefit Corporation, brings teachers and scholars together to craft exemplary instructional materials that inspire joy in teaching and learning. Our English curriculum, Wit & Wisdom®, Eureka Math™ and PhD Science™, all support teachers as they take students beyond rote learning to provide a deeper, more complete understanding of the humanities, mathematics, and the sciences. Founded in 2007, Great Minds now employs more than 1000 people. For additional information please visit: www.greatminds.org",Senior,Remote,Remote,31,True,,,,,False,False,Great Minds,3.6,1001 to 5000,Company - Private,Education,Primary & Secondary Schools,16.0,,0.6,0.71,3.6,3.6,3.3,3.5,3.6,"['""Everyone I work with is friendly and highly talented."" (in 2 reviews)']",['No Cons have been reported by the Glassdoor community.'],4.3,"['Work From Home (6 comments)\n""Very flexible environment to WFH""', 'Health Insurance (5 comments)\n""BCBS with mutiple options to choose from""', '401K Plan (4 comments)\n""Great Match and contribution by the employer""']",False,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,Data Engineer (ETL & System Administration concentration),"The DC Department of Employment Services (DOES) operates the District’s Workforce Development System; maintains oversight of the Unemployment Insurance and Paid Family Leave programs; and administers, plans, and develops various employment-related services to all segments of the Washington, DC metropolitan population.
DOES achieves its mission through empowering and sustaining a diverse workforce, which enables all sectors of the community to achieve economic and social stability. DOES requires the services of a Data Engineer staff augmentation consultant to serve as the data engineer for the Data Management Project team.
The Data Management Project is a multi-year effort by DOES to ensure that the agency has accurate and reliable data maintained by high quality systems, all agency data are readily available and consistently used for well-informed decisions, and appropriate and accurate data are regularly released to the public.",,Washington, DC,25,True,156000.0,168480.0,162240.0,$,True,True,"E-Logic, Inc.",4.4,1 to 50,Company - Private,Information Technology,Information Technology Support Services,16.0,$5 to $25 million,1.0,,3.4,2.3,4.6,4.6,5.0,,,4.0,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Azure Data Engineer,"Title: Azure Data Engineer
Location: Remote
Arganteal Does Not Work with 3rd party or other Staffing Companies.

Arganteal is seeking 2 Azure Data engineers to join a team building a scalable cloud data warehouse in Azure. A good fit for this role will have significant experience in building synapse-based environments and have a deep knowledge of cloud platforms and data lakes.",,Boston, MA,31,True,100000.0,148000.0,124000.0,$,False,False,"Arganteal, Corp.",4.0,1 to 50,Company - Public,,,,,1.0,,3.0,4.0,4.0,4.0,4.0,"['""Good work life balance."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,Data Engineer/Data Analyst,"Position Summary
The person will have a mix of highly technical data quality controls development, data analysis and reporting responsibilities to include writing complex SQL queries, some python code analysis, extensive data analysis, building DQ controls metrics reports, defining tech data controls strategy, working with metadata, architecture and development teams on the resolution to DQ controls issues
Primary Skill
MySQL
Secondary Skill
Tertiary Skill
Required Skills",,Richmond, VA,12,True,124800.0,135200.0,130000.0,$,True,True,Innova Solutions Inc.,3.9,10000+,Company - Private,Information Technology,Enterprise Software & Network Solutions,9.0,$1 to $5 million,0.76,0.83,3.8,3.7,3.7,3.9,3.9,"['""Good appraisal."" (in 4 reviews)', '""Employee friendly."" (in 2 reviews)', '""Management is good."" (in 2 reviews)']",['No Cons have been reported by the Glassdoor community.'],3.6,"['Vacation & Paid Time Off (3 comments)\n""10days yearly and there is no change even you serve for long time.""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,Data Engineer,"Data Engineer
Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative,inclusive, and iterative delivery environment?
We are seeking Data Engineers who are passionate about marrying data with emerging technologies to join our team. A
What You’ll Do:
Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies
Work with a team of developers with deep experience in machine learning, distributed microservices, and full stack systems",,Remote,Remote,31,True,166400.0,166400.0,166400.0,$,True,True,Manrco Inc,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Senior Data Engineer,"About us:
At Cognira, we strongly believe that people are the biggest asset of our company.
Our hand-picked team consists of passionate, collaborative, and forward-thinking individuals from all over the globe.
Our industry-leading PromoAI Solution leverages data science and AI to effectively manage the entire end-to-end promotion lifecycle in a single tool, allowing retailers to effectively plan, optimize, and analyze all types of promotions.
For the last three years in a row, Cognira has been recognized as one of the fastest-growing companies in North America. We are proud to have a growing team of domain experts and data scientists, as well as a culture that fosters strong and long-lasting relationships with our clients.",Senior,Atlanta, GA,20,True,102000.0,148000.0,125000.0,$,False,False,Cognira,4.3,51 to 200,Company - Private,Information Technology,Enterprise Software & Network Solutions,8.0,,0.81,0.84,4.4,4.0,4.1,3.8,4.3,"['""You get to work in a fun, diverse and respectful environment where you genuinely feel as part of a great team."" (in 5 reviews)', '""Working on great cutting edge software technologies"" (in 4 reviews)', '""3. Excellent and competitive benefits and compensation"" (in 1 reviews)', '""2. Managers and leadership are true mentors who are patient and kind"" (in 1 reviews)']","['""As any other startup and as it is growing, it is starting to get more and more organized and processes are being built to help with different aspects such as training, hiring, managing, etc..."" (in 3 reviews)']",4.5,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,Data Engineer/Data Scientist,"Mid-to-Senior Level Data Engineer/Data Scientist
Salary:100,000-180,000 yearly

Get to know etrailer.com
etrailer.com is an industry leader in helping people lead fulfilling lives by empowering them to complete work, go on vacations, and experience the outdoors. We achieve this through unmatched industry expertise, putting the customer first, and expert service. We want to supercharge our customer interactions to provide individualized, incredible customer experiences.",,Remote,Remote,31,True,100000.0,180000.0,140000.0,$,True,False,etrailer.com,3.9,501 to 1000,Company - Private,Retail & Wholesale,Automotive Parts & Accessories Stores,77.0,$100 to $500 million,0.76,0.84,3.6,3.8,3.8,4.0,3.9,"['""Completely flexible hours."" (in 5 reviews)', '""The people and benefits are great, the work is fun and rewarding, and there are a lot of growth opportunities."" (in 3 reviews)', '""Base compensation and salary are pretty solid."" (in 2 reviews)', '""Nice people."" (in 2 reviews)', '""everything works great within the company"" (in 1 reviews)']","['""Health benefits could be better."" (in 3 reviews)']",2.8,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,ETL Data Engineer,"Advanced skills in data model design and SQL development experience in RDBMS databases such as DB2, Oracle, Teradata
Extensive knowledge of coding and scripting languages, SQL, Python, etc.
Strong knowledge in ETL/ELT processes and tools. Informatica experience is must
Experience implementing metadata solutions for configurable codebase
Ability to solve business problems by designing and building reports and queries, enhancing the ETL and databases, or identifying root cause issues
Experience in system analysis, design, development, and implementation of data pipeline
Ability to analyze big-picture data needs of the business",,Newark, NJ,18,False,88000.0,123000.0,105500.0,$,False,False,JSR Tech Consulting,5.0,51 to 200,Company - Private,Information Technology,Information Technology Support Services,8.0,$5 to $25 million,1.0,,5.0,4.0,5.0,5.0,5.0,"['""Integrity and very experienced staff"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Azure Data Engineer,"Azure data factory, data bricks, data lake, automation and performance optimization of ETL
power BI, automation, Azure AD, Azure monitor, Azure Purview, Azure Analysis services, Synapse, Predictive analytics & machine learning
Prior Hands-on experience in end to end CI/CD implementation or DevOps process in Data & Analytics context.
Job Type: Full-time
Salary: From $150,000.00 per year
Schedule:
8 hour shift",,Mahwah, NJ,6,True,150000.0,150000.0,150000.0,$,True,False,EMONICS LLC,3.8,1001 to 5000,Company - Private,Human Resources & Staffing,HR Consulting,7.0,$100 to $500 million,0.67,,3.7,3.7,3.7,3.8,3.7,"['""Good Team to work with"" (in 13 reviews)', '""Helpful management."" (in 7 reviews)']","['""HR team is SUPER RUDE"" (in 13 reviews)', '""Went through there 6 week training, got calls from multiple people using the same number."" (in 6 reviews)', '""First salary late, no benefits and you gotta be patient"" (in 1 reviews)', '""This company is in Andheri and no one is professional specially the higher management they will make you play housie and contribute in food on friday where they don\'t care if you have a money."" (in 1 reviews)']",3.0,,False,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,GCP Data Engineer,"Job Title: Data Engineer with GCP
Job Location: Dearborn,MI (Hybrid)
Job Type: Full time
Job Description:
Will need to work in a Hybrid model (upto 3 times/week) Can start with remote, but needs to start working in the hybrid model in a month or so.
Responsibilities
This team currently loads data from SQL databases (DB2, SQL Server and Oracle) using Qlik from on-prem to GCP. They need someone who is good with the following:",,Dearborn, MI,31,True,93000.0,167000.0,130000.0,$,True,False,Trinity Technology Solutions LLC,,1 to 50,Company - Private,,,,,,,,,,,,,,,,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
79,Lead Data Engineer,"You will be working on a critical project with one of the United Stated leading financial institutions as they continue on their digital transformation journey. WorldLink is a rapidly growing information technology company at the forefront of technical revolution. From custom software development to cloud hosting, from big data to cognitive computing, we help companies harness and leverage today’s most cutting-edge digital technologies to create value and grow.
Collaborative. Respectful. Work hard Play hard. A place to dream and do. These are just a few words that describe what life is like at WorldLink. We embrace a culture of experimentation and constantly strive for improvement and learning.
We take pride in our employees and their future with continued growth and career advancement. We put TEAM first. We are a competitive group that like to win. We're grounded by humility and driven by ambition. we're passionate, and we love tough problems and new challenges. You don't hear a lot of ""I don't know how"" or ""I can't"" at WorldLink. If you are passionate about what you do and having fun while doing it; tired of rigid and strict work environments and would like to work in a non-bureaucratic startup cultural environment, WorldLink may be the place for you.",Lead,San Jose, CA,1,True,160000.0,160000.0,160000.0,$,True,False,WorldLink,3.5,501 to 1000,Company - Private,Human Resources & Staffing,HR Consulting,25.0,$100 to $500 million,0.67,0.66,3.3,3.1,3.4,3.5,3.4,"['""4. Better Pay when compared to other companies like TCS Infosys Wipro"" (in 6 reviews)', '""on time, good communication, helpful"" (in 4 reviews)', '""3. Employee friendly"" (in 6 reviews)', '""Good management and HR team"" (in 2 reviews)']","['""Nothing except for .....Include better insurance benefits.."" (in 6 reviews)', '""Not good communication and interactions with others"" (in 4 reviews)']",2.7,"['Health Insurance (12 comments)\n""Plans are a little expensive but they have good coverage ""', 'Vacation & Paid Time Off (7 comments)\n""This is a joke, No paid Holidays NONE ""', 'Dental Insurance (4 comments)\n""pointless, same as before, pointless""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,Sr. Data Engineer with Snowflake,"Role: Sr. Data Engineer with Snowflake
Locations: Hybrid – 2days in Midtown Manhattan 3 days from home
Duration: Long Term Contract
Job Description
· Must have good knowledge of architecting and implementing very large scale data intelligence solutions around Snowflake Data Warehouse.
· Snowflake SQL Writing SQL queries against Snowflake Developing scripts Unix, Python etc. to do Extract, Load and Transform data",Senior,New York, NY,6,True,104000.0,135200.0,119600.0,$,True,True,Interas Labs LLC,5.0,1 to 50,Company - Private,,,,,1.0,,5.0,4.0,5.0,4.0,4.0,"['""Pays well and provides good consulting opportunities in DevOps and Cloud Engineering"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,Data Engineer,"Company Description
Govini is the leading Commercial Data company in the Defense Technology space. Built by Govini, Ark.ai is used at scale across the National Security sector of the U.S. federal government. This platform enables government analysts, program managers, and decision-makers to gain unprecedented visibility into the Companies, Capabilities, and Capital in National Security to solve challenges pertaining to Acquisition, Foreign Influence & Adversarial Capital, Nuclear Modernization, Procurement, Science & Technology, and Supply Chain. Govini has offices in Arlington, Virginia, San Francisco, California, and Pittsburgh, Pennsylvania.

Job Description
We are seeking an exceptional and experienced data engineer who shares our passion and obsession with quality. You'll be a core member of our product and engineering team dedicated to helping our clients replace time-consuming, manual processes to reach informed real-time decisions about government markets, competitors, and agency relationships.",,Pittsburgh, PA,31,True,75000.0,104000.0,89500.0,$,False,False,Govini,3.8,51 to 200,Company - Private,Information Technology,Enterprise Software & Network Solutions,12.0,,0.69,0.72,4.1,4.2,3.8,3.3,3.9,"['""Great company culture with leadership.People are very supportive and you have the opportunity to use all your skill sets."" (in 3 reviews)', '""Truly an incredible group of people to work with."" (in 2 reviews)', '""Free drinks at the office."" (in 2 reviews)', '""I’ve learned an exceptional amount from the remarkably intelligent people surrounding me here in the engineering team, and leadership does a good job allowing people agency in how they solve problems while still giving enough direction that new employees don’t feel feel like they are left to drown on their own."" (in 2 reviews)']","['""Extremely toxic culture led by people who don\'t understand engineering or software development."" (in 3 reviews)', '""The company hired a few bad apples who left bitter or were fired because they couldn\'t cut it or wanted kind of standard corporate job."" (in 2 reviews)']",5.0,"['401K Plan (3 comments)\n""the 401k - Good plan and matching""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Data Engineer,"About Us
We are Sila, a next-generation battery materials company. Our mission is to power the world's transition to clean energy. To create this future, our team is building a better lithium-ion battery from the inside out today. We engineer and manufacture ground-breaking battery materials that significantly increase the energy density of batteries, while reducing their size and weight. The result? Smaller more powerful batteries that can unlock innovation in consumer devices and accelerate the mass adoption of electric cars to eliminate our dependence on fossil fuels. We're tackling one of the biggest challenges of our time every day, and together we're redefining what's possible. Are you ready to be a part of a team committed to changing the world?
Who You Are",,Alameda, CA,16,True,146000.0,197000.0,171500.0,$,True,False,Sila Nanotechnologies,4.2,201 to 500,Company - Private,"Energy, Mining & Utilities",Energy & Utilities,12.0,,0.87,0.89,3.5,3.6,3.5,3.7,4.1,"['""Good technology and good people"" (in 4 reviews)', '""Room for growth, supportive work environment, and overall great company culture"" (in 2 reviews)']","['""The company is growing so fast there is no space for hardware development."" (in 1 reviews)']",4.3,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Lead Data Engineer,"Role: AWS Data Engineer AR 229292 – this project is a upgradation from Netezza to AWS using Redshift.
Location: Atlanta, GA
Client Fannie Mae
Experience : 14+ years
Responsibilities:
AWS associate developer or architect certified
Hands on experience with following AWS services",Lead,Atlanta, GA,31,True,156000.0,166400.0,161200.0,$,True,True,PSRTEK,4.6,,Company - Private,Information Technology,Information Technology Support Services,,,0.96,,4.6,4.3,4.5,4.4,4.5,"['""Very good place to work for fresher and Amazing management and friendly management and amazing place for gaining experience"" (in 3 reviews)', '""Career Growth for freshers ,good environment to work,funny friday, good incentives,offers many benefits to career,growth opportunites, its not easy to work in startups."" (in 2 reviews)', '""Best Incentive Pattern"" (in 1 reviews)', '""Work balance is comfortable"" (in 2 reviews)', '""Best supportive team and excellent environment for beginners to learn"" (in 1 reviews)']","['""No leaves, no benefits.."" (in 2 reviews)']",5.0,,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,ETL Data Engineer,"Qualifications:
• Advanced skills in data model design and SQL development experience in RDBMS databases such as DB2, Oracle, Teradata
• Extensive knowledge of coding and scripting languages, SQL, Python, etc.
• Strong knowledge in ETL/ELT processes and tools. Informatica experience is must
• Experience implementing metadata solutions for configurable codebase
• Ability to solve business problems by designing and building reports and queries, enhancing the ETL and databases, or identifying root cause issues",,Newark, NJ,18,True,145600.0,145600.0,145600.0,$,True,True,Violet Ink,3.9,1 to 50,Company - Public,Information Technology,Information Technology Support Services,16.0,,0.89,1.0,3.9,3.9,3.8,4.0,3.9,"['""Best place to work and learn, Management is cooperative"" (in 2 reviews)', '""Free lunch for all employees"" (in 1 reviews)']","['""No training or support for new hire"" (in 2 reviews)', '""Even fired employees during COVID 19 without notice."" (in 1 reviews)', '""They are highly unprofessional, never pay incentives on time, cut the salary with out prior information then call it performance cut, They can fire employee anytime even without notice period."" (in 1 reviews)']",,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Data Engineer,"Location: 100% telework

Years' Experience: 10+ years

Education: Bachelor's in IT related field

Work Authorization: Must be a US Citizen

Clearance: Must be able to obtain and maintain a Public Trust clearance

Key Skills:
10+ years of IT experience focusing on enterprise data architecture and management
Responsibilities

Qualifications",,Orlando, FL,31,True,78000.0,114000.0,96000.0,$,False,False,Sparibis,,1 to 50,Company - Private,,,,,,,,,,,,,,,,True,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Data Engineer,"Position: Data Engineer
Location: Temporarily Remote; Preferred San Francisco /LA / Seattle, WA others outside the area
must be willing to relocate
Responsibilities:
 Daily responsibility to design, write and deliver software to support and improve the availability,
scalability, reliability, resiliency, monitoring, alerting, latency, and efficiency of Ads Data",,San Francisco, CA,31,True,103000.0,146000.0,124500.0,$,False,False,N1 solutions,,,Company - Public,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Junior Data Engineer,"Junior Data Engineer
Job Location: Fully Remote – UK/EU
Job Type: Full-time, Permanent
Relocation: No
We’re pioneering the use of data to improve efficiency, transparency, and sustainability. Today, our aviation fuel management technology connects business functions, drives operational efficiencies, and enables environmental accountability across the globe. Our ambition is big, we’re transforming the aviation industry, and we need great people to make that happen.",Junior,Remote,Remote,4,True,,,,,False,False,"i6 Group, Ltd.",4.2,51 to 200,Company - Private,Information Technology,Information Technology Support Services,10.0,,0.83,,4.1,4.0,4.3,4.4,4.5,"['""I worked with one of the best teams at i6, always sharing knowledge and helping each other"" (in 5 reviews)', '""Grown up, open and positive culture"" (in 3 reviews)', '""Good compensation"" (in 1 reviews)']","['""Limited career growth."" (in 2 reviews)', '""Being a rapidly growing company means some things are currently still a work in progress such as policies on progression, but these are being completed and management is good at maintaining visibility of this and keeping people up to date on progress"" (in 2 reviews)']",,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
