"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","PPP","TOT","NATUSD","A","2003",9.197021,
"NOR","PPP","TOT","NATUSD","A","2004",9.125599,
"NOR","PPP","TOT","NATUSD","A","2005",9.005204,
"NOR","PPP","TOT","NATUSD","A","2006",8.780685,
"NOR","PPP","TOT","NATUSD","A","2007",8.921812,
"NOR","PPP","TOT","NATUSD","A","2008",8.859281,
"NOR","PPP","TOT","NATUSD","A","2009",9.083819,
"NOR","PPP","TOT","NATUSD","A","2010",9.151695,
"NOR","PPP","TOT","NATUSD","A","2011",9.082736,
"NOR","PPP","TOT","NATUSD","A","2012",9.037085,
"NOR","PPP","TOT","NATUSD","A","2013",9.029349,
"NOR","PPP","TOT","NATUSD","A","2014",9.278458,
"NOR","PPP","TOT","NATUSD","A","2015",9.932516,
"NOR","PPP","TOT","NATUSD","A","2016",10.0419,
"NOR","PPP","TOT","NATUSD","A","2017",9.74983,
"NOR","PPP","TOT","NATUSD","A","2018",9.583999,
"NOR","PPP","TOT","NATUSD","A","2019",9.619909,
"NOR","PPP","TOT","NATUSD","A","2020",9.879879,
"NOR","PPP","TOT","NATUSD","A","2021",9.512157,
"NOR","PPP","TOT","NATUSD","A","2022",10.739663,
"POL","PPP","TOT","NATUSD","A","2000",1.832812,
"POL","PPP","TOT","NATUSD","A","2001",1.837253,
"POL","PPP","TOT","NATUSD","A","2002",1.799795,
"POL","PPP","TOT","NATUSD","A","2003",1.804374,
"POL","PPP","TOT","NATUSD","A","2004",1.830035,
"POL","PPP","TOT","NATUSD","A","2005",1.867595,
"POL","PPP","TOT","NATUSD","A","2006",1.850572,
"POL","PPP","TOT","NATUSD","A","2007",1.853701,
"POL","PPP","TOT","NATUSD","A","2008",1.842243,
"POL","PPP","TOT","NATUSD","A","2009",1.869137,
"POL","PPP","TOT","NATUSD","A","2010",1.804907,
"POL","PPP","TOT","NATUSD","A","2011",1.801424,
"POL","PPP","TOT","NATUSD","A","2012",1.796168,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.765116,
"POL","PPP","TOT","NATUSD","A","2016",1.732843,
"POL","PPP","TOT","NATUSD","A","2017",1.742879,
"POL","PPP","TOT","NATUSD","A","2018",1.748426,
"POL","PPP","TOT","NATUSD","A","2019",1.723415,
"POL","PPP","TOT","NATUSD","A","2020",1.746574,
"POL","PPP","TOT","NATUSD","A","2021",1.822844,
"POL","PPP","TOT","NATUSD","A","2022",1.866253,
"PRT","PPP","TOT","NATUSD","A","2000",0.660988,
"PRT","PPP","TOT","NATUSD","A","2001",0.670925,
"PRT","PPP","TOT","NATUSD","A","2002",0.672081,
"PRT","PPP","TOT","NATUSD","A","2003",0.669763,
"PRT","PPP","TOT","NATUSD","A","2004",0.676143,
"PRT","PPP","TOT","NATUSD","A","2005",0.664259,
"PRT","PPP","TOT","NATUSD","A","2006",0.640197,
"PRT","PPP","TOT","NATUSD","A","2007",0.646735,
"PRT","PPP","TOT","NATUSD","A","2008",0.636148,
"PRT","PPP","TOT","NATUSD","A","2009",0.627323,
"PRT","PPP","TOT","NATUSD","A","2010",0.623154,
"PRT","PPP","TOT","NATUSD","A","2011",0.623083,
"PRT","PPP","TOT","NATUSD","A","2012",0.605398,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.584947,
"PRT","PPP","TOT","NATUSD","A","2016",0.571416,
"PRT","PPP","TOT","NATUSD","A","2017",0.575688,
"PRT","PPP","TOT","NATUSD","A","2018",0.571227,
"PRT","PPP","TOT","NATUSD","A","2019",0.558747,
"PRT","PPP","TOT","NATUSD","A","2020",0.557087,
"PRT","PPP","TOT","NATUSD","A","2021",0.567658,
"PRT","PPP","TOT","NATUSD","A","2022",0.549982,
"SVK","PPP","TOT","NATUSD","A","2000",0.516351,
"SVK","PPP","TOT","NATUSD","A","2001",0.515725,
"SVK","PPP","TOT","NATUSD","A","2002",0.521518,
"SVK","PPP","TOT","NATUSD","A","2003",0.54432,
"SVK","PPP","TOT","NATUSD","A","2004",0.564485,
"SVK","PPP","TOT","NATUSD","A","2005",0.564715,
"SVK","PPP","TOT","NATUSD","A","2006",0.554632,
"SVK","PPP","TOT","NATUSD","A","2007",0.553692,
"SVK","PPP","TOT","NATUSD","A","2008",0.53743,
"SVK","PPP","TOT","NATUSD","A","2009",0.515558,
"SVK","PPP","TOT","NATUSD","A","2010",0.502111,
"SVK","PPP","TOT","NATUSD","A","2011",0.506407,
"SVK","PPP","TOT","NATUSD","A","2012",0.504542,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.491548,
"SVK","PPP","TOT","NATUSD","A","2016",0.503194,
"SVK","PPP","TOT","NATUSD","A","2017",0.516433,
"SVK","PPP","TOT","NATUSD","A","2018",0.526001,
"SVK","PPP","TOT","NATUSD","A","2019",0.517531,
"SVK","PPP","TOT","NATUSD","A","2020",0.519942,
"SVK","PPP","TOT","NATUSD","A","2021",0.533391,
"SVK","PPP","TOT","NATUSD","A","2022",0.533598,
"ESP","PPP","TOT","NATUSD","A","2000",0.739728,
"ESP","PPP","TOT","NATUSD","A","2001",0.747596,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.759225,
"ESP","PPP","TOT","NATUSD","A","2004",0.765891,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.736045,
"ESP","PPP","TOT","NATUSD","A","2007",0.732317,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.718673,
"ESP","PPP","TOT","NATUSD","A","2010",0.726961,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.66474,
"ESP","PPP","TOT","NATUSD","A","2016",0.642644,
"ESP","PPP","TOT","NATUSD","A","2017",0.630839,
"ESP","PPP","TOT","NATUSD","A","2018",0.631798,
"ESP","PPP","TOT","NATUSD","A","2019",0.612972,
"ESP","PPP","TOT","NATUSD","A","2020",0.621337,
"ESP","PPP","TOT","NATUSD","A","2021",0.625949,
"ESP","PPP","TOT","NATUSD","A","2022",0.596215,
"SWE","PPP","TOT","NATUSD","A","2000",9.162485,
"SWE","PPP","TOT","NATUSD","A","2001",9.402419,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.485504,
"SWE","PPP","TOT","NATUSD","A","2004",9.29425,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.11205,
"SWE","PPP","TOT","NATUSD","A","2007",8.871785,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.920649,
"SWE","PPP","TOT","NATUSD","A","2010",9.025084,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.854383,
"SWE","PPP","TOT","NATUSD","A","2016",8.822586,
"SWE","PPP","TOT","NATUSD","A","2017",8.852247,
"SWE","PPP","TOT","NATUSD","A","2018",8.865881,
"SWE","PPP","TOT","NATUSD","A","2019",8.709642,
"SWE","PPP","TOT","NATUSD","A","2020",8.668483,
"SWE","PPP","TOT","NATUSD","A","2021",8.721548,
"SWE","PPP","TOT","NATUSD","A","2022",8.666219,
"CHE","PPP","TOT","NATUSD","A","2000",1.788542,
"CHE","PPP","TOT","NATUSD","A","2001",1.768804,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.715162,
"CHE","PPP","TOT","NATUSD","A","2004",1.691797,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.598951,
"CHE","PPP","TOT","NATUSD","A","2007",1.531938,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.470047,
"CHE","PPP","TOT","NATUSD","A","2010",1.466137,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235788,
"CHE","PPP","TOT","NATUSD","A","2016",1.201964,
"CHE","PPP","TOT","NATUSD","A","2017",1.187726,
"CHE","PPP","TOT","NATUSD","A","2018",1.178866,
"CHE","PPP","TOT","NATUSD","A","2019",1.150402,
"CHE","PPP","TOT","NATUSD","A","2020",1.13567,
"CHE","PPP","TOT","NATUSD","A","2021",1.106428,
"CHE","PPP","TOT","NATUSD","A","2022",1.065937,
"TUR","PPP","TOT","NATUSD","A","2000",0.281576,
"TUR","PPP","TOT","NATUSD","A","2001",0.414992,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.736509,
"TUR","PPP","TOT","NATUSD","A","2004",0.792168,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.84186,
"TUR","PPP","TOT","NATUSD","A","2007",0.851202,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.904619,
"TUR","PPP","TOT","NATUSD","A","2010",0.920356,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162452,
"TUR","PPP","TOT","NATUSD","A","2016",1.241052,
"TUR","PPP","TOT","NATUSD","A","2017",1.38398,
"TUR","PPP","TOT","NATUSD","A","2018",1.63261,
"TUR","PPP","TOT","NATUSD","A","2019",1.864012,
"TUR","PPP","TOT","NATUSD","A","2020",2.1642,
"TUR","PPP","TOT","NATUSD","A","2021",2.807879,
"TUR","PPP","TOT","NATUSD","A","2022",5.035388,
"GBR","PPP","TOT","NATUSD","A","2000",0.704476,
"GBR","PPP","TOT","NATUSD","A","2001",0.694549,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.695843,
"GBR","PPP","TOT","NATUSD","A","2004",0.687835,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.696532,
"GBR","PPP","TOT","NATUSD","A","2007",0.709149,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.710066,
"GBR","PPP","TOT","NATUSD","A","2010",0.702279,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692551,
"GBR","PPP","TOT","NATUSD","A","2016",0.688603,
"GBR","PPP","TOT","NATUSD","A","2017",0.684601,
"GBR","PPP","TOT","NATUSD","A","2018",0.687714,
"GBR","PPP","TOT","NATUSD","A","2019",0.679466,
"GBR","PPP","TOT","NATUSD","A","2020",0.685567,
"GBR","PPP","TOT","NATUSD","A","2021",0.676658,
"GBR","PPP","TOT","NATUSD","A","2022",0.663595,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"USA","PPP","TOT","NATUSD","A","2019",1,
"USA","PPP","TOT","NATUSD","A","2020",1,
"USA","PPP","TOT","NATUSD","A","2021",1,
"USA","PPP","TOT","NATUSD","A","2022",1,
"BRA","PPP","TOT","NATUSD","A","2000",0.757989,
"BRA","PPP","TOT","NATUSD","A","2001",0.80226,
"BRA","PPP","TOT","NATUSD","A","2002",0.867348,
"BRA","PPP","TOT","NATUSD","A","2003",0.970414,
"BRA","PPP","TOT","NATUSD","A","2004",1.018306,
"BRA","PPP","TOT","NATUSD","A","2005",1.060716,
"BRA","PPP","TOT","NATUSD","A","2006",1.098672,
"BRA","PPP","TOT","NATUSD","A","2007",1.138643,
"BRA","PPP","TOT","NATUSD","A","2008",1.215291,
"BRA","PPP","TOT","NATUSD","A","2009",1.295865,
"BRA","PPP","TOT","NATUSD","A","2010",1.388336,
"BRA","PPP","TOT","NATUSD","A","2011",1.473216,
"BRA","PPP","TOT","NATUSD","A","2012",1.605704,
"BRA","PPP","TOT","NATUSD","A","2013",1.701276,
"BRA","PPP","TOT","NATUSD","A","2014",1.813201,
"BRA","PPP","TOT","NATUSD","A","2015",1.988814,
"BRA","PPP","TOT","NATUSD","A","2016",2.133082,
"BRA","PPP","TOT","NATUSD","A","2017",2.181557,
"BRA","PPP","TOT","NATUSD","A","2018",2.226397,
"BRA","PPP","TOT","NATUSD","A","2019",2.279669,
"BRA","PPP","TOT","NATUSD","A","2020",2.368305,
"BRA","PPP","TOT","NATUSD","A","2021",2.526131,
"BRA","PPP","TOT","NATUSD","A","2022",2.530068,
"CHL","PPP","TOT","NATUSD","A","2000",290.425639,
"CHL","PPP","TOT","NATUSD","A","2001",296.17501,
"CHL","PPP","TOT","NATUSD","A","2002",301.372385,
"CHL","PPP","TOT","NATUSD","A","2003",308.248357,
"CHL","PPP","TOT","NATUSD","A","2004",321.277791,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.178861,
"CHL","PPP","TOT","NATUSD","A","2016",397.250703,
"CHL","PPP","TOT","NATUSD","A","2017",397.689401,
"CHL","PPP","TOT","NATUSD","A","2018",396.229413,
"CHL","PPP","TOT","NATUSD","A","2019",401.613482,
"CHL","PPP","TOT","NATUSD","A","2020",418.445995,
"CHL","PPP","TOT","NATUSD","A","2021",435.156175,
"CHL","PPP","TOT","NATUSD","A","2022",437.561854,
"CHN","PPP","TOT","NATUSD","A","2000",2.722458,
"CHN","PPP","TOT","NATUSD","A","2001",2.716976,
"CHN","PPP","TOT","NATUSD","A","2002",2.691388,
"CHN","PPP","TOT","NATUSD","A","2003",2.708005,
"CHN","PPP","TOT","NATUSD","A","2004",2.82055,
"CHN","PPP","TOT","NATUSD","A","2005",2.841551,
"CHN","PPP","TOT","NATUSD","A","2006",2.864732,
"CHN","PPP","TOT","NATUSD","A","2007",3.005515,
"CHN","PPP","TOT","NATUSD","A","2008",3.178837,
"CHN","PPP","TOT","NATUSD","A","2009",3.151974,
"CHN","PPP","TOT","NATUSD","A","2010",3.328867,
"CHN","PPP","TOT","NATUSD","A","2011",3.524468,
"CHN","PPP","TOT","NATUSD","A","2012",3.560968,
"CHN","PPP","TOT","NATUSD","A","2013",3.663645,
"CHN","PPP","TOT","NATUSD","A","2014",3.75885,
"CHN","PPP","TOT","NATUSD","A","2015",3.870697,
"CHN","PPP","TOT","NATUSD","A","2016",3.988837,
"CHN","PPP","TOT","NATUSD","A","2017",4.183811,
"CHN","PPP","TOT","NATUSD","A","2018",4.229198,
"CHN","PPP","TOT","NATUSD","A","2019",4.20834,
"CHN","PPP","TOT","NATUSD","A","2020",4.178659,
"CHN","PPP","TOT","NATUSD","A","2021",4.187342,
"CHN","PPP","TOT","NATUSD","A","2022",4.021865,
"COL","PPP","TOT","NATUSD","A","2000",743.254866,
"COL","PPP","TOT","NATUSD","A","2001",779.778986,
"COL","PPP","TOT","NATUSD","A","2002",819.642123,
"COL","PPP","TOT","NATUSD","A","2003",878.84745,
"COL","PPP","TOT","NATUSD","A","2004",922.900219,
"COL","PPP","TOT","NATUSD","A","2005",961.019959,
"COL","PPP","TOT","NATUSD","A","2006",986.396773,
"COL","PPP","TOT","NATUSD","A","2007",1010.402682,
"COL","PPP","TOT","NATUSD","A","2008",1067.501015,
"COL","PPP","TOT","NATUSD","A","2009",1103.811854,
"COL","PPP","TOT","NATUSD","A","2010",1132.203391,
"COL","PPP","TOT","NATUSD","A","2011",1179.998238,
"COL","PPP","TOT","NATUSD","A","2012",1215.696024,
"COL","PPP","TOT","NATUSD","A","2013",1218.821028,
"COL","PPP","TOT","NATUSD","A","2014",1232.8894,
"COL","PPP","TOT","NATUSD","A","2015",1289.323671,
"COL","PPP","TOT","NATUSD","A","2016",1298.142605,
"COL","PPP","TOT","NATUSD","A","2017",1328.016627,
"COL","PPP","TOT","NATUSD","A","2018",1322.160543,
"COL","PPP","TOT","NATUSD","A","2019",1330.757328,
"COL","PPP","TOT","NATUSD","A","2020",1297.100384,
"COL","PPP","TOT","NATUSD","A","2021",1353.37981,
"COL","PPP","TOT","NATUSD","A","2022",1440.025311,
"EST","PPP","TOT","NATUSD","A","2000",0.468829,
"EST","PPP","TOT","NATUSD","A","2001",0.487919,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.485748,
"EST","PPP","TOT","NATUSD","A","2004",0.493646,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.520825,
"EST","PPP","TOT","NATUSD","A","2007",0.551112,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.517114,
"EST","PPP","TOT","NATUSD","A","2010",0.512123,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.53758,
"EST","PPP","TOT","NATUSD","A","2016",0.527849,
"EST","PPP","TOT","NATUSD","A","2017",0.534908,
"EST","PPP","TOT","NATUSD","A","2018",0.538757,
"EST","PPP","TOT","NATUSD","A","2019",0.536428,
"EST","PPP","TOT","NATUSD","A","2020",0.523753,
"EST","PPP","TOT","NATUSD","A","2021",0.543421,
"EST","PPP","TOT","NATUSD","A","2022",0.569293,
"IND","PPP","TOT","NATUSD","A","2000",9.675326,
"IND","PPP","TOT","NATUSD","A","2001",9.766415,
"IND","PPP","TOT","NATUSD","A","2002",9.973858,
"IND","PPP","TOT","NATUSD","A","2003",10.159126,
"IND","PPP","TOT","NATUSD","A","2004",10.459989,
"IND","PPP","TOT","NATUSD","A","2005",10.712126,
"IND","PPP","TOT","NATUSD","A","2006",11.264471,
"IND","PPP","TOT","NATUSD","A","2007",11.729724,
"IND","PPP","TOT","NATUSD","A","2008",12.567122,
"IND","PPP","TOT","NATUSD","A","2009",13.366222,
"IND","PPP","TOT","NATUSD","A","2010",14.597721,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160835,
"IND","PPP","TOT","NATUSD","A","2013",17.342325,
"IND","PPP","TOT","NATUSD","A","2014",18.386549,
"IND","PPP","TOT","NATUSD","A","2015",19.235003,
"IND","PPP","TOT","NATUSD","A","2016",19.898727,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.949321,
"IND","PPP","TOT","NATUSD","A","2019",21.073227,
"IND","PPP","TOT","NATUSD","A","2020",21.988508,
"IND","PPP","TOT","NATUSD","A","2021",23.215293,
"IND","PPP","TOT","NATUSD","A","2022",24.059486,
"IDN","PPP","TOT","NATUSD","A","2000",1386.6225,
"IDN","PPP","TOT","NATUSD","A","2001",1549.930902,
"IDN","PPP","TOT","NATUSD","A","2002",1616.127771,
"IDN","PPP","TOT","NATUSD","A","2003",1671.816675,
"IDN","PPP","TOT","NATUSD","A","2004",1767.32689,
"IDN","PPP","TOT","NATUSD","A","2005",1959.17998,
"IDN","PPP","TOT","NATUSD","A","2006",2168.274083,
"IDN","PPP","TOT","NATUSD","A","2007",2348.910981,
"IDN","PPP","TOT","NATUSD","A","2008",2723.007031,
"IDN","PPP","TOT","NATUSD","A","2009",2929.552019,
"IDN","PPP","TOT","NATUSD","A","2010",3336.628125,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.892578,
"IDN","PPP","TOT","NATUSD","A","2013",3765.671875,
"IDN","PPP","TOT","NATUSD","A","2014",4030.774658,
"IDN","PPP","TOT","NATUSD","A","2015",4353.327148,
"IDN","PPP","TOT","NATUSD","A","2016",4518.104004,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4761.208348,
"IDN","PPP","TOT","NATUSD","A","2019",4752.310403,
"IDN","PPP","TOT","NATUSD","A","2020",4675.215536,
"IDN","PPP","TOT","NATUSD","A","2021",4758.700957,
"IDN","PPP","TOT","NATUSD","A","2022",4934.262314,
"ISR","PPP","TOT","NATUSD","A","2000",3.433306,
"ISR","PPP","TOT","NATUSD","A","2001",3.41632,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.626385,
"ISR","PPP","TOT","NATUSD","A","2004",3.536061,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.805817,
"ISR","PPP","TOT","NATUSD","A","2007",3.737526,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.990633,
"ISR","PPP","TOT","NATUSD","A","2010",3.990075,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.751633,
"ISR","PPP","TOT","NATUSD","A","2018",3.784664,
"ISR","PPP","TOT","NATUSD","A","2019",3.87061,
"ISR","PPP","TOT","NATUSD","A","2020",3.83848,
"ISR","PPP","TOT","NATUSD","A","2021",3.824142,
"ISR","PPP","TOT","NATUSD","A","2022",3.733137,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.192337,
"RUS","PPP","TOT","NATUSD","A","2017",24.124181,
"RUS","PPP","TOT","NATUSD","A","2018",24.542904,
"RUS","PPP","TOT","NATUSD","A","2019",24.838261,
"RUS","PPP","TOT","NATUSD","A","2020",24.492859,
"RUS","PPP","TOT","NATUSD","A","2021",27.245891,
"RUS","PPP","TOT","NATUSD","A","2022",28.80409,
"SVN","PPP","TOT","NATUSD","A","2000",0.526477,
"SVN","PPP","TOT","NATUSD","A","2001",0.560157,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.60786,
"SVN","PPP","TOT","NATUSD","A","2004",0.607826,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.609723,
"SVN","PPP","TOT","NATUSD","A","2007",0.630285,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645468,
"SVN","PPP","TOT","NATUSD","A","2010",0.637932,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.570149,
"SVN","PPP","TOT","NATUSD","A","2018",0.567612,
"SVN","PPP","TOT","NATUSD","A","2019",0.552156,
"SVN","PPP","TOT","NATUSD","A","2020",0.547199,
"SVN","PPP","TOT","NATUSD","A","2021",0.563187,
"SVN","PPP","TOT","NATUSD","A","2022",0.551638,
"ZAF","PPP","TOT","NATUSD","A","2000",2.758894,
"ZAF","PPP","TOT","NATUSD","A","2001",2.908572,
"ZAF","PPP","TOT","NATUSD","A","2002",3.223016,
"ZAF","PPP","TOT","NATUSD","A","2003",3.362784,
"ZAF","PPP","TOT","NATUSD","A","2004",3.472747,
"ZAF","PPP","TOT","NATUSD","A","2005",3.555619,
"ZAF","PPP","TOT","NATUSD","A","2006",3.658372,
"ZAF","PPP","TOT","NATUSD","A","2007",3.855828,
"ZAF","PPP","TOT","NATUSD","A","2008",4.080267,
"ZAF","PPP","TOT","NATUSD","A","2009",4.405504,
"ZAF","PPP","TOT","NATUSD","A","2010",4.61997,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
